date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:02:14	69658/69658	---M--	200	added ('OK')	image/jpeg	etag:%2232226c8-1101a-5cf58d67ad880%22	https://dreammytriptourism.com/hotelimage/82591817.jpg	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/hotelimage/82591817.jpg	(from https://dreammytriptourism.com/)
20:02:14	92434/92434	---M--	200	added ('OK')	image/jpeg	etag:%2232226c5-16912-5cf58d8beae00%22	https://dreammytriptourism.com/hotelimage/58627745.jpg	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/hotelimage/58627745.jpg	(from https://dreammytriptourism.com/)
20:02:14	65601/65601	---M--	200	added ('OK')	image/jpeg	etag:%2232226c0-10041-5cf58daa6f600%22	https://dreammytriptourism.com/hotelimage/35301998.jpg	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/hotelimage/35301998.jpg	(from https://dreammytriptourism.com/)
20:02:15	12403/12403	---M--	200	added ('OK')	text/html	etag:%2232222ed-3073-5d682eea33a72%22	https://dreammytriptourism.com/hotelimage/78218347.jfif	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/hotelimage/78218347.html	(from https://dreammytriptourism.com/)
20:02:15	960/960	---M--	200	added ('OK')	image/png	etag:%223261ad3-3c0-564f89d765c00%22	https://dreammytriptourism.com/front/images/icon/dis1.png	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/front/images/icon/dis1.png	(from https://dreammytriptourism.com/)
20:02:15	1016/1016	---M--	200	added ('OK')	image/png	etag:%223261ad4-3f8-564f8a4235800%22	https://dreammytriptourism.com/front/images/icon/dis2.png	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/front/images/icon/dis2.png	(from https://dreammytriptourism.com/)
20:02:16	1360/1360	---M--	200	added ('OK')	image/png	etag:%223261ac3-550-564f89ec60d80%22	https://dreammytriptourism.com/front/images/icon/dis3.png	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/front/images/icon/dis3.png	(from https://dreammytriptourism.com/)
20:02:16	644630/644630	---M--	200	added ('OK')	image/jpeg	etag:%2231400f7-9d616-5d1ff26499f0e%22	https://dreammytriptourism.com/profileimage/74581147.jpg	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/profileimage/74581147.jpg	(from https://dreammytriptourism.com/)
20:02:16	2554879/2554879	---M--	200	added ('OK')	image/jpeg	etag:%223141aed-26fbff-5ceb72cb5c400%22	https://dreammytriptourism.com/bannerimage/91630601.jpg	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/bannerimage/91630601.jpg	(from https://dreammytriptourism.com/)
20:02:16	949440/949440	---M--	200	added ('OK')	image/jpeg	etag:%2231400cd-e7cc0-5d1ffe07d1e10%22	https://dreammytriptourism.com/tripimage/93109283.jpg	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/tripimage/93109283.jpg	(from https://dreammytriptourism.com/)
20:02:16	422/422	---M--	200	added ('OK')	image/png	etag:%223261abe-1a6-564f89f401f80%22	https://dreammytriptourism.com/front/images/icon/dis4.png	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/front/images/icon/dis4.png	(from https://dreammytriptourism.com/)
20:02:16	18484/18484	---M--	200	added ('OK')	image/jpeg	etag:%223182310-4834-5cee0843ade80%22	https://dreammytriptourism.com/projectimage/66898754.jpg	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/projectimage/66898754.jpg	(from https://dreammytriptourism.com/)
20:02:16	17248/17248	---M--	200	added ('OK')	image/jpeg	etag:%223182307-4360-5cee08a30bf80%22	https://dreammytriptourism.com/projectimage/29909343.jpg	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/projectimage/29909343.jpg	(from https://dreammytriptourism.com/)
20:02:16	9423/9423	---M--	200	added ('OK')	image/jpeg	etag:%223182311-24cf-5cee09eb1c580%22	https://dreammytriptourism.com/projectimage/38247172.jpg	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/projectimage/38247172.jpg	(from https://dreammytriptourism.com/)
20:02:17	18658/18658	---M--	200	added ('OK')	image/jpeg	etag:%22318230b-48e2-5cee0a226c800%22	https://dreammytriptourism.com/projectimage/91117741.jpg	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/projectimage/91117741.jpg	(from https://dreammytriptourism.com/)
20:02:17	69355/69355	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Apr%202022%2014:32:17%20GMT	https://dreammytriptourism.com/payment-security	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/payment-security.html	(from https://dreammytriptourism.com/)
20:02:17	79190/79190	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Apr%202022%2014:32:17%20GMT	https://dreammytriptourism.com/privacy-policy	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/privacy-policy.html	(from https://dreammytriptourism.com/)
20:02:17	68229/68229	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Apr%202022%2014:32:17%20GMT	https://dreammytriptourism.com/user-agreement	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/user-agreement.html	(from https://dreammytriptourism.com/)
20:02:18	79820/79820	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Apr%202022%2014:32:18%20GMT	https://dreammytriptourism.com/terms-conditions	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/terms-conditions.html	(from https://dreammytriptourism.com/)
20:02:18	72255/72255	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Apr%202022%2014:32:18%20GMT	https://dreammytriptourism.com/feedback	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/feedback.html	(from https://dreammytriptourism.com/)
20:02:18	68220/68220	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Apr%202022%2014:32:18%20GMT	https://dreammytriptourism.com/disclaimer	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/disclaimer.html	(from https://dreammytriptourism.com/)
20:02:18	74509/74509	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Apr%202022%2014:32:18%20GMT	https://dreammytriptourism.com/blogs	C:/My%20Web%20Sites/dreamm/dreammytriptourism.com/blogs.html	(from https://dreammytriptourism.com/)
